Frame	X1	Y1	Flag1	X2	Y2	Flag2	X3	Y3	Flag3	X4	Y4	Flag4	X5	Y5	Flag5	X6	Y6	Flag6	X7	Y7	Flag7
Tracks 1 to 7
196	 	 	 	 	 	 	897.00000	700.50000	 	873.00000	159.00000	 	184.53834	887.17769	 	55.80927	223.77465	 	623.84332	544.94073	 
197	 	 	 	 	 	 	897.00000	702.00000	 	874.50000	159.00000	 	184.50000	885.00000	 	55.25428	224.12983	 	625.03807	544.88963	 
198	 	 	 	 	 	 	895.50000	703.50000	 	873.00000	159.00000	 	184.63938	883.45237	 	55.76666	223.68749	 	625.32824	544.95889	 
199	 	 	 	 	 	 	895.50000	702.00000	 	871.50000	157.50000	 	183.00000	882.00000	 	55.50887	223.29692	 	625.27726	544.93061	 
200	 	 	 	 	 	 	895.50000	700.50000	 	873.00000	157.50000	 	181.50000	882.00000	 	55.88910	223.21118	 	624.54115	545.03904	 
201	 	 	 	 	 	 	895.50000	700.50000	 	871.50000	157.50000	 	180.00000	882.00000	 	55.77436	223.26429	 	624.20199	544.84202	 
202	 	 	 	 	 	 	897.00000	700.50000	 	871.50000	153.00000	 	181.50000	879.00000	 	55.61041	223.33964	 	623.17157	545.01546	 
203	 	 	 	 	 	 	897.00000	700.50000	 	871.50000	151.50000	 	181.50000	879.00000	 	55.99435	223.19922	 	623.71665	544.83753	 
204	 	 	 	 	 	 	892.50000	705.00000	 	873.00000	150.00000	 	183.00000	877.50000	 	55.86413	223.61439	 	624.14015	544.71406	 
205	 	 	 	 	 	 	894.00000	705.00000	 	873.00000	153.00000	 	183.00000	877.50000	 	55.35936	223.96021	 	623.67205	544.87617	 
206	 	 	 	 	 	 	894.00000	706.50000	 	871.50000	154.50000	 	183.00000	879.00000	 	55.13745	224.34477	 	623.30823	545.07139	 
207	 	 	 	 	 	 	895.50000	708.00000	 	871.50000	154.50000	 	181.50000	877.50000	 	54.56430	225.01841	 	622.85863	545.33132	 
208	 	 	 	 	 	 	894.00000	708.00000	 	871.50000	156.00000	 	181.50000	877.50000	 	54.61665	224.61839	 	622.64828	545.21861	 
209	 	 	 	 	 	 	894.00000	708.00000	 	870.00000	153.00000	 	181.50000	876.00000	 	53.69473	224.27990	 	624.28116	545.20733	 
210	 	 	 	 	 	 	895.50000	711.00000	 	871.50000	153.00000	 	180.00000	876.00000	 	53.27766	224.51917	 	625.50000	540.00000	 
211	 	 	 	 	 	 	894.00000	711.00000	 	868.50000	156.00000	 	178.50000	874.50000	 	52.60757	223.91108	 	627.00000	541.50000	 
212	 	 	 	 	 	 	894.00000	711.00000	 	870.00000	156.00000	 	180.00000	874.50000	 	53.13709	223.86094	 	624.00000	541.50000	 
213	 	 	 	 	 	 	894.00000	711.00000	 	868.50000	157.50000	 	178.50000	876.00000	 	53.17019	223.71602	 	624.88912	544.96677	 
214	 	 	 	 	 	 	894.00000	711.00000	 	870.00000	157.50000	 	178.50000	874.50000	 	52.93173	223.84110	 	625.50000	540.00000	 
215	 	 	 	 	 	 	897.00000	712.50000	 	867.00000	156.00000	 	177.00000	874.50000	 	53.96916	223.41920	 	625.50000	541.50000	 
216	 	 	 	 	 	 	897.00000	712.50000	 	867.00000	154.50000	 	178.50000	871.50000	 	54.18903	223.03805	 	622.89597	545.36586	 
217	 	 	 	 	 	 	898.50000	712.50000	 	870.00000	154.50000	 	178.50000	871.50000	 	53.53541	223.43738	 	622.75021	545.66144	 
218	 	 	 	 	 	 	900.00000	712.50000	 	870.00000	153.00000	 	178.50000	870.00000	 	53.50564	223.72666	 	622.88483	546.16423	 
219	 	 	 	 	 	 	901.50000	712.50000	 	871.50000	156.00000	 	177.00000	868.50000	 	53.37176	223.83253	 	627.00000	541.50000	 
220	 	 	 	 	 	 	903.00000	714.00000	 	871.50000	156.00000	 	177.00000	868.50000	 	53.74526	224.51302	 	 	 	 
221	 	 	 	 	 	 	903.00000	712.50000	 	871.50000	156.00000	 	178.50000	870.00000	 	54.01506	224.82115	 	 	 	 
222	 	 	 	 	 	 	901.50000	712.50000	 	873.00000	154.50000	 	177.00000	870.00000	 	53.89977	224.80424	 	 	 	 
223	 	 	 	 	 	 	903.00000	714.00000	 	871.50000	157.50000	 	175.50000	870.00000	 	53.44809	224.60030	 	 	 	 
224	 	 	 	 	 	 	901.50000	712.50000	 	873.00000	157.50000	 	175.50000	870.00000	 	53.27961	224.25311	 	 	 	 
225	 	 	 	 	 	 	903.00000	711.00000	 	874.50000	157.50000	 	177.00000	870.00000	 	53.41386	224.89515	 	 	 	 
226	 	 	 	 	 	 	901.50000	712.50000	 	871.50000	156.00000	 	175.50000	870.00000	 	53.31036	225.39939	 	 	 	 
227	 	 	 	 	 	 	898.50000	712.50000	 	871.50000	157.50000	 	177.00000	868.50000	 	54.07930	226.20315	 	 	 	 
228	 	 	 	 	 	 	898.50000	714.00000	 	873.00000	154.50000	 	178.50000	867.00000	 	54.19948	226.66243	 	 	 	 
229	 	 	 	 	 	 	898.50000	712.50000	 	873.00000	157.50000	 	180.00000	867.00000	 	54.48945	227.29136	 	 	 	 
230	 	 	 	 	 	 	898.50000	714.00000	 	874.50000	157.50000	 	181.50000	865.50000	 	54.53737	227.29949	 	 	 	 
231	 	 	 	 	 	 	900.00000	712.50000	 	874.50000	156.00000	 	180.00000	868.50000	 	54.06555	227.92960	 	 	 	 
232	 	 	 	 	 	 	898.50000	711.00000	 	871.50000	156.00000	 	181.50000	868.50000	 	53.41596	227.00218	 	 	 	 
233	 	 	 	 	 	 	901.50000	711.00000	 	870.00000	154.50000	 	184.50000	870.00000	 	52.75624	226.93297	 	 	 	 
234	 	 	 	 	 	 	903.00000	709.50000	 	868.50000	156.00000	 	184.50000	870.00000	 	52.93367	226.10484	 	 	 	 
235	 	 	 	 	 	 	901.50000	711.00000	 	868.50000	154.50000	 	183.00000	870.00000	 	52.70155	225.78404	 	 	 	 
236	 	 	 	 	 	 	901.50000	708.00000	 	868.50000	154.50000	 	184.50000	871.50000	 	52.76102	225.65155	 	 	 	 
237	 	 	 	 	 	 	901.50000	706.50000	 	870.00000	154.50000	 	181.50000	871.50000	 	52.72926	224.84203	 	 	 	 
238	 	 	 	 	 	 	898.50000	706.50000	 	867.00000	154.50000	 	178.50000	871.50000	 	52.26463	225.57755	 	 	 	 
239	 	 	 	 	 	 	897.00000	705.00000	 	867.00000	153.00000	 	180.00000	871.50000	 	51.20726	224.52485	 	 	 	 
240	 	 	 	 	 	 	900.00000	706.50000	 	865.50000	153.00000	 	178.50000	874.50000	 	50.97165	224.63611	 	 	 	 

Track 	Length	Distance traveled	Nr of Frames
1	230.24236	4.74342	95
2	115.58571	11.68152	103
3	440.56381	12.36932	240
4	451.76082	5.40833	240
5	311.62845	21.99732	167
6	91.57536	3.58084	134
7	41.37338	5.43529	26
